artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname
The Rolling Stones,2000 Light Years From Home - Stereo / Remastered,Their Satanic Majesties Request (50th Anniversary Special Edition / Remastered),Album,1967-12-08,Sing This All Together - Remastered 2017 / Stereo (03:46)/Citadel - Remastered 2017 / Stereo (02:50)/In Another Land - Remastered 2017 / Stereo (03:15)/2000 Man - Remastered 2017 / Stereo (03:07)/Sing This All Together (See What Happens) - Remastered 2017 / Stereo (08:33)/She’s A Rainbow - Remastered 2017 / Stereo (04:34)/The Lantern - Remastered 2017 / Stereo (04:23)/Gomper - Remastered 2017 / Stereo (05:08)/2000 Light Years From Home - Stereo / Remastered (04:44)/On With The Show - Remastered 2017 / Stereo (03:41)/Sing This All Together - Mono (03:46)/Citadel - Mono (02:51)/In Another Land - Mono (03:13)/2000 Man - Mono (03:08)/Sing This All Together (See What Happens) - Mono (08:39)/She's A Rainbow - Mono (04:35)/The Lantern - Mono (04:25)/Gomper - Mono (05:10)/2000 Light Years From Home - Mono (04:44)/On With The Show - Mono (03:42,https://i.scdn.co/image/ab67616d00001e0263a1d46bf691ebd45e3cb393,Classic Rock/Rock,
Thelonious Monk,Raise Four,Underground,Album,1968-04-15,Thelonious (03:17)/Ugly Beauty (07:23)/Raise Four (04:37)/Boo Boo's Birthday (05:56)/Easy Street (05:56)/Green Chimney's (09:01)/In Walked Bud (04:16,https://i.scdn.co/image/ab67616d00001e02f9e0a27107f01f48d586f373,Jazz/Bebop/Hard Bop/Cool Jazz,
Thelonious Monk,Easy Street,Underground,Album,1968-04-15,Thelonious (03:17)/Ugly Beauty (07:23)/Raise Four (04:37)/Boo Boo's Birthday (05:56)/Easy Street (05:56)/Green Chimney's (09:01)/In Walked Bud (04:16,https://i.scdn.co/image/ab67616d00001e02f9e0a27107f01f48d586f373,Jazz/Bebop/Hard Bop/Cool Jazz,
Thelonious Monk,Green Chimney's,Underground,Album,1968-04-15,Thelonious (03:17)/Ugly Beauty (07:23)/Raise Four (04:37)/Boo Boo's Birthday (05:56)/Easy Street (05:56)/Green Chimney's (09:01)/In Walked Bud (04:16,https://i.scdn.co/image/ab67616d00001e02f9e0a27107f01f48d586f373,Jazz/Bebop/Hard Bop/Cool Jazz,
Thelonious Monk,In Walked Bud,Underground,Album,1968-04-15,Thelonious (03:17)/Ugly Beauty (07:23)/Raise Four (04:37)/Boo Boo's Birthday (05:56)/Easy Street (05:56)/Green Chimney's (09:01)/In Walked Bud (04:16,https://i.scdn.co/image/ab67616d00001e02f9e0a27107f01f48d586f373,Jazz/Bebop/Hard Bop/Cool Jazz,
Franco Battiato,I cancelli della memoria,Clic,Album,1974-11-23,I cancelli della memoria (06:11)/No U Turn (04:53)/Il Mercato Degli Dei (04:30)/Rien ne va plus - Andante (02:44)/Propiedad Prohibida (05:22)/Nel Cantiere Di Un'Infanzia (04:33)/Ethika Fon Ethica (03:52,https://i.scdn.co/image/ab67616d00001e02c02dfb2c147a6720fcde9e17,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,No U Turn,Clic,Album,1974-11-23,I cancelli della memoria (06:11)/No U Turn (04:53)/Il Mercato Degli Dei (04:30)/Rien ne va plus - Andante (02:44)/Propiedad Prohibida (05:22)/Nel Cantiere Di Un'Infanzia (04:33)/Ethika Fon Ethica (03:52,https://i.scdn.co/image/ab67616d00001e02c02dfb2c147a6720fcde9e17,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Il Mercato Degli Dei,Clic,Album,1974-11-23,I cancelli della memoria (06:11)/No U Turn (04:53)/Il Mercato Degli Dei (04:30)/Rien ne va plus - Andante (02:44)/Propiedad Prohibida (05:22)/Nel Cantiere Di Un'Infanzia (04:33)/Ethika Fon Ethica (03:52,https://i.scdn.co/image/ab67616d00001e02c02dfb2c147a6720fcde9e17,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Rien ne va plus - Andante,Clic,Album,1974-11-23,I cancelli della memoria (06:11)/No U Turn (04:53)/Il Mercato Degli Dei (04:30)/Rien ne va plus - Andante (02:44)/Propiedad Prohibida (05:22)/Nel Cantiere Di Un'Infanzia (04:33)/Ethika Fon Ethica (03:52,https://i.scdn.co/image/ab67616d00001e02c02dfb2c147a6720fcde9e17,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Propiedad Prohibida,Clic,Album,1974-11-23,I cancelli della memoria (06:11)/No U Turn (04:53)/Il Mercato Degli Dei (04:30)/Rien ne va plus - Andante (02:44)/Propiedad Prohibida (05:22)/Nel Cantiere Di Un'Infanzia (04:33)/Ethika Fon Ethica (03:52,https://i.scdn.co/image/ab67616d00001e02c02dfb2c147a6720fcde9e17,Italian Singer-songwriter/Singer-songwriter,
Paul Simon,Still Crazy After All These Years,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Simon & Garfunkel,My Little Town,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Folk Rock/Folk,
Paul Simon,I Do It for Your Love,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Paul Simon,Night Game,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Paul Simon,Gone at Last (with Phoebe Snow & The Jessy Dixon Singers),Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Paul Simon,Some Folks' Lives Roll Easy,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Paul Simon,Have a Good Time,Still Crazy After All These Years,Album,1975-10-25,Still Crazy After All These Years (03:26)/My Little Town (03:51)/I Do It for Your Love (03:35)/50 Ways to Leave Your Lover (03:37)/Night Game (02:57)/Gone at Last (with Phoebe Snow & The Jessy Dixon Singers) (03:40)/Some Folks' Lives Roll Easy (03:14)/Have a Good Time (03:26)/You're Kind (03:20)/Silent Eyes (04:05)/Slip Slidin' Away (Demo) (05:29)/Gone at Last (Original Demo with The Jessy Dixon Singers) (with The Jessy Dixon Singers) (04:38,https://i.scdn.co/image/ab67616d00001e023879ef4375b97d2b58bf0768,Singer-songwriter,
Claudio Lolli,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Agosto - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Piazza Bella Piazza - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Primo Maggio Di Festa - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,La Morte Della Mosca - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Anna Di Francia - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Albana Per Togliatti - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered,Ho Visto Anche Degli Zingari Felici,Album,1976-04-07,Ho Visto Anche Degli Zingari Felici - Intro; 2006 Digital Remastered (06:54)/Agosto - 2006 Digital Remastered (04:01)/Piazza Bella Piazza - 2006 Digital Remastered (05:23)/Primo Maggio Di Festa - 2006 Digital Remastered (06:10)/La Morte Della Mosca - 2006 Digital Remastered (06:26)/Anna Di Francia - 2006 Digital Remastered (06:47)/Albana Per Togliatti - 2006 Digital Remastered (02:28)/Ho Visto Anche Degli Zingari Felici (Conclusione) - 2006 Digital Remastered (04:12,https://i.scdn.co/image/ab67616d00001e02526665eedbea644cc6f596f4,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Alba meccanica,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Incubo numero zero,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,La socialdemocrazia,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Analfabetizzazione,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Attenzione,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Canzone dell'amore o della precarietà,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Canzone scritta su un muro,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Autobiografia industriale,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,Da zero e dintorni,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Claudio Lolli,I giornali di marzo,Disoccupate le strade dai sogni,Album,1977-09-01,Alba meccanica (02:54)/Incubo numero zero (06:31)/La socialdemocrazia (03:28)/Analfabetizzazione (05:25)/Attenzione (04:13)/Canzone dell'amore o della precarietà (02:12)/Canzone scritta su un muro (07:39)/Autobiografia industriale (07:10)/Da zero e dintorni (03:40)/I giornali di marzo (03:08,https://i.scdn.co/image/ab67616d00001e02fa112012b1d5062eb9f0955f,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Strade Dell'Est - Remastered 2019,L'Era Del Cinghiale Bianco (40th Anniversary Remastered Edition / Remastered 2019),Album,1979,L'Era Del Cinghiale Bianco - Remastered 2019 (04:17)/Magic Shop - Remastered 2019 (04:14)/Strade Dell'Est - Remastered 2019 (04:20)/Luna Indiana - Remastered 2019 (03:34)/Il Re Del Mondo - Remastered 2019 (05:38)/Pasqua Etiope - Remastered 2019 (04:29)/Stranizza D'Amuri - Remastered 2019 (05:14)/Strade Dell'Est - Demo Version (06:03)/Il Re Del Mondo - Demo Version (05:30)/Stranizza D'Amuri - Demo Version (05:08)/La Era Del Jabali Blanco - Remastered 2019 - Spanish Version (03:48)/The King Of The World - Remastered 2019 - English Version (03:29)/Stranizza D'Amuri - Remastered 2019 - Live Version (02:34)/Strade Dell'Est - Remastered 2019 - Live Version (02:33)/Il Re Del Mondo - Remastered 2019 - Live Version (03:29)/L'Era Del Cinghiale Bianco - Remastered 2019 - Live Version (03:44,https://i.scdn.co/image/ab67616d00001e02910dec58e2f76900bcb17012,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Venezia-Istanbul - Remastered 2008,Patriots (2008 Remastered Edition),Album,1980,Up Patriots To Arms - Remastered 2008 (05:05)/Venezia-Istanbul - Remastered 2008 (04:36)/Le Aquile - Remastered 2008 (04:10)/Prospettiva Nevski - Remastered 2008 (04:00)/Arabian Song - Remastered 2008 (03:40)/Frammenti - Remastered 2008 (03:56)/Passaggi A Livello - Remastered 2008 (03:39,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Le Aquile - Remastered 2008,Patriots (2008 Remastered Edition),Album,1980,Up Patriots To Arms - Remastered 2008 (05:05)/Venezia-Istanbul - Remastered 2008 (04:36)/Le Aquile - Remastered 2008 (04:10)/Prospettiva Nevski - Remastered 2008 (04:00)/Arabian Song - Remastered 2008 (03:40)/Frammenti - Remastered 2008 (03:56)/Passaggi A Livello - Remastered 2008 (03:39,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Prospettiva Nevski - Remastered 2008,Patriots (2008 Remastered Edition),Album,1980,Up Patriots To Arms - Remastered 2008 (05:05)/Venezia-Istanbul - Remastered 2008 (04:36)/Le Aquile - Remastered 2008 (04:10)/Prospettiva Nevski - Remastered 2008 (04:00)/Arabian Song - Remastered 2008 (03:40)/Frammenti - Remastered 2008 (03:56)/Passaggi A Livello - Remastered 2008 (03:39,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Frammenti - Remastered 2008,Patriots (2008 Remastered Edition),Album,1980,Up Patriots To Arms - Remastered 2008 (05:05)/Venezia-Istanbul - Remastered 2008 (04:36)/Le Aquile - Remastered 2008 (04:10)/Prospettiva Nevski - Remastered 2008 (04:00)/Arabian Song - Remastered 2008 (03:40)/Frammenti - Remastered 2008 (03:56)/Passaggi A Livello - Remastered 2008 (03:39,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,Passaggi A Livello - Remastered 2008,Patriots (2008 Remastered Edition),Album,1980,Up Patriots To Arms - Remastered 2008 (05:05)/Venezia-Istanbul - Remastered 2008 (04:36)/Le Aquile - Remastered 2008 (04:10)/Prospettiva Nevski - Remastered 2008 (04:00)/Arabian Song - Remastered 2008 (03:40)/Frammenti - Remastered 2008 (03:56)/Passaggi A Livello - Remastered 2008 (03:39,https://i.scdn.co/image/ab67616d00001e02d1e5321a2830ec6db93a26cb,Italian Singer-songwriter/Singer-songwriter,
Franco Battiato,New Frontiers - Remastered 2022,L'Arca Di Noè (40° Anniversario / Remaster 2022),Album,1982,Radio Varsavia - Remastered 2022 (04:09)/Clamori - Remastered 2022 (04:29)/L'Esodo - Remastered 2022 (05:15)/Scalo A Grado - Remastered 2022 (03:34)/La Torre - Remastered 2022 (03:37)/New Frontiers - Remastered 2022 (03:17)/Voglio Vederti Danzare - Remastered 2022 (03:42,https://i.scdn.co/image/ab67616d00001e027959b8b6a278b4dcd546a13b,Italian Singer-songwriter/Singer-songwriter,
Frank Zappa,Naval Aviation In Art?,Boulez Conducts Zappa: The Perfect Stranger,Album,1984-08-23,The Perfect Stranger (12:45)/Naval Aviation In Art? (02:45)/The Girl In The Magnesium Dress (03:13)/Dupree's Paradise (07:54)/Love Story (00:58)/Outside Now Again (04:05)/Jonestown (05:29,https://i.scdn.co/image/ab67616d00001e02e96252c5b8a10199487df197,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,
Frank Zappa,The Girl In The Magnesium Dress,Boulez Conducts Zappa: The Perfect Stranger,Album,1984-08-23,The Perfect Stranger (12:45)/Naval Aviation In Art? (02:45)/The Girl In The Magnesium Dress (03:13)/Dupree's Paradise (07:54)/Love Story (00:58)/Outside Now Again (04:05)/Jonestown (05:29,https://i.scdn.co/image/ab67616d00001e02e96252c5b8a10199487df197,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,
Frank Zappa,Dupree's Paradise,Boulez Conducts Zappa: The Perfect Stranger,Album,1984-08-23,The Perfect Stranger (12:45)/Naval Aviation In Art? (02:45)/The Girl In The Magnesium Dress (03:13)/Dupree's Paradise (07:54)/Love Story (00:58)/Outside Now Again (04:05)/Jonestown (05:29,https://i.scdn.co/image/ab67616d00001e02e96252c5b8a10199487df197,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,
Frank Zappa,Love Story,Boulez Conducts Zappa: The Perfect Stranger,Album,1984-08-23,The Perfect Stranger (12:45)/Naval Aviation In Art? (02:45)/The Girl In The Magnesium Dress (03:13)/Dupree's Paradise (07:54)/Love Story (00:58)/Outside Now Again (04:05)/Jonestown (05:29,https://i.scdn.co/image/ab67616d00001e02e96252c5b8a10199487df197,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,
Frank Zappa,Outside Now Again,Boulez Conducts Zappa: The Perfect Stranger,Album,1984-08-23,The Perfect Stranger (12:45)/Naval Aviation In Art? (02:45)/The Girl In The Magnesium Dress (03:13)/Dupree's Paradise (07:54)/Love Story (00:58)/Outside Now Again (04:05)/Jonestown (05:29,https://i.scdn.co/image/ab67616d00001e02e96252c5b8a10199487df197,Progressive Rock/Art Rock/Jazz Fusion/Psychedelic Rock/Avant-garde/Experimental/Symphonic Rock,
Paul Simon,The Boy In the Bubble,Graceland,Album,1986-08-25,"The Boy In the Bubble (03:59)/Graceland (04:51)/I Know What I Know (with General M.D.Shirinda & The Gaza Sisters) (03:13)/Gumboots (with Boyoyo Boys) (02:44)/Diamonds on the Soles of Her Shoes (05:49)/You Can Call Me Al (04:40)/Under African Skies (03:37)/Homeless (with Ladysmith Black Mambazo) (03:48)/Crazy Love, Vol. II (04:19)/That Was Your Mother (with Good Rockin' Doopsie & The Twisters) (02:52)/All Around the World or the Myth of Fingerprints (with Los Lobos) (03:16",https://i.scdn.co/image/ab67616d00001e02ecd1e6fe12d12402318d747d,Singer-songwriter,
