artist,track,album_name,album_type,album_date,album_tracks,album_pic,genres,alphaname
Arnold Schoenberg,"Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel)","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
Arnold Schoenberg,"Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart","Schonberg : Verklärte Nacht, 5 Orchestral Pieces & Piano Works",Album,1995-04-27,"Schoenberg: Verklärte Nacht, Op. 4: I. Grave (1943 Version) (06:37)/Schoenberg: Verklärte Nacht, Op. 4: II. Molto rallentando (1943 Version) (04:56)/Schoenberg: Verklärte Nacht, Op. 4: III. A tempo (1943 Version) (03:05)/Schoenberg: Verklärte Nacht, Op. 4: IV. Adagio (1943 Version) (10:03)/Schoenberg: Verklärte Nacht, Op. 4: V. Adagio, molto tranquilo (1943 Version) (04:53)/Schoenberg: 3 Piano Pieces, Op. 11: No. 1 Mässig (Viertel) (04:00)/Schoenberg: 3 Piano Pieces, Op. 11: No. 2 Mässig (Achtel) (08:07)/Schoenberg: 3 Piano Pieces, Op. 11: No. 3 Bewegt (02:25)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 1, Vorgefühle (02:12)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 2, Vergangenes (05:33)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 3, Farben (03:58)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 4, Peripetie (02:05)/Schoenberg: 5 Orchestral Pieces, Op. 16: No. 5, Das obligate Rezitativ (03:55)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 1 Leicht, zart (01:14)/Schoenberg: 6 Little Piano Pieces, Op. 9: No. 2 Langsam (00:47)/Schoenberg: 6 Little Piano Pieces Op. 19: No. 3 Sehr langsame Viertel (01:00)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 4 Rasch, aber leicht (00:23)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 5 Etwas rasch (00:29)/Schoenberg: 6 Little Piano Pieces, Op. 19: No. 6 Sehr langsam (01:05)/Schoenberg / Arr Busoni: 3 Piano Pieces, Op. 11: No. 2 Mässig - Concert version (09:52",https://i.scdn.co/image/ab67616d00001e0243a9cd16cbce2d72625a024b,Classical,
John Coltrane,Greensleeves,The Complete Africa / Brass Sessions,Album,1995-01-01,Greensleeves (10:01)/Song Of The Underground Railroad (06:44)/Greensleeves - Alternate Take Version (10:53)/The Damned Don't Cry (07:35)/Africa (14:07)/Blues Minor (07:23)/Africa - Alternate Take Version (16:06)/Africa (16:29,https://i.scdn.co/image/ab67616d00001e02c62cffc3dd35358689c28af8,Jazz/Cool Jazz/Hard Bop/Free Jazz/Bebop,
John Coltrane,Living Space,Living Space,Album,1998-01-01,Living Space (10:25)/Untitled Original 90314 (14:49)/Dusk Dawn (10:52)/Untitled Original 90320 (10:48)/The Last Blues (04:22,https://i.scdn.co/image/ab67616d00001e02c5419680ff92041b13b3d908,Jazz/Cool Jazz/Hard Bop/Free Jazz/Bebop,
Franco Battiato,Aria Di Neve,Fleurs,Album,1999-01-01,"La Canzone Dell Amore Perduto (03:25)/Ruby Tuesday (03:36)/J'Entends Siffler Le Train (03:09)/Aria Di Neve (02:52)/Ed Io Tra Di Voi (02:54)/Te Lo Leggo Negli Occhi (03:03)/La Canzone Dei Vecchi Amanti (03:25)/Era De Maggio (03:26)/Che Cosa Resta (03:26)/Amore Che Vieni, Amore Che Val (02:27)/Medievale (02:37)/Invito Al Viaggio (07:26",https://i.scdn.co/image/ab67616d00001e0250d73c3af790971dc61ba9aa,Italian Singer-songwriter/Singer-songwriter,
Marcus Miller,Power,M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Marcus Miller,Lonnie's Lament,M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Marcus Miller,Nikki's Groove,M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Marcus Miller,Goodbye Pork Pie Hat,M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Marcus Miller,Ozell (Interlude 1),M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Marcus Miller,Burning Down The House,M²,Album,2001-05-08,Power (04:35)/Lonnie's Lament (05:38)/Boomerang (05:47)/Nikki's Groove (03:27)/Goodbye Pork Pie Hat (03:34)/Ozell (Interlude 1) (00:48)/Burning Down The House (06:53)/It's Me Again (06:03)/Cousin John (04:40)/Ozell (Interlude 2) (00:39)/3 Deuces (05:49)/Red Baron (06:38)/Ozell (Interlude 3) (01:00)/Your Amazing Grace (07:40)/Boomerang Reprise (01:54,https://i.scdn.co/image/ab67616d00001e02a73c7b5df259f062571e7380,Jazz Fusion/Jazz Funk/Jazz,
Hamid Baroudi,Salama,City No Mad,Album,2004-07-01,Desert Roots (04:30)/Salama (04:14)/Caravan II Bagdad (04:35)/Song for Boudiaf (06:15)/Moulana (03:59)/Fatima (04:37)/Streets of Algiers (05:49)/African Soul (05:32)/Alash (07:08,https://i.scdn.co/image/ab67616d00001e02b45411014766de87c08aa739,Raï/Gnawa/Algerian Chaabi,
Hamid Baroudi,Moulana,City No Mad,Album,2004-07-01,Desert Roots (04:30)/Salama (04:14)/Caravan II Bagdad (04:35)/Song for Boudiaf (06:15)/Moulana (03:59)/Fatima (04:37)/Streets of Algiers (05:49)/African Soul (05:32)/Alash (07:08,https://i.scdn.co/image/ab67616d00001e02b45411014766de87c08aa739,Raï/Gnawa/Algerian Chaabi,
Thelonious Monk Quartet,"Monk's Mood - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Evidence - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Crepescule With Nellie - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Nutty - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Epistrophy - Live At Carnegie Hall, New York /1957/Early Show",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Bye-Ya - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
Thelonious Monk Quartet,"Sweet And Lovely - Live At Carnegie Hall, New York/1957",At Carnegie Hall,Album,2005-01-01,"Monk's Mood - Live At Carnegie Hall, New York/1957 (07:52)/Evidence - Live At Carnegie Hall, New York/1957 (04:41)/Crepescule With Nellie - Live At Carnegie Hall, New York/1957 (04:26)/Nutty - Live At Carnegie Hall, New York/1957 (05:03)/Epistrophy - Live At Carnegie Hall, New York /1957/Early Show (04:29)/Bye-Ya - Live At Carnegie Hall, New York/1957 (06:31)/Sweet And Lovely - Live At Carnegie Hall, New York/1957 (09:34)/Blue Monk - Live At Carnegie Hall, New York/1957 (06:31)/Epistrophy - Live At Carnegie Hall, New York/1957/Late Show (02:24",https://i.scdn.co/image/ab67616d00001e024ad3f4db85366a88e2a3d3f3,Jazz/Hard Bop/Bebop,
